var,val,visit
ad sd,0.0717097,109972017080_7
rd mean,0.279911,109972017080_7
rd sd,0.109131,109972017080_7
gfa mean,0.0764779,109972017080_7
gfa sd,0.0331552,109972017080_7
iso mean,0.783187,109972017080_7
iso sd,0.150694,109972017080_7
rdi02L mean,0.599856,109972017080_7
rdi02L sd,0.132686,109972017080_7
rdi04L mean,0.960177,109972017080_7
rdi04L sd,0.142485,109972017080_7
rdi06L mean,1.03912,109972017080_7
rdi06L sd,0.166214,109972017080_7
rdi08L mean,1.04065,109972017080_7
rdi08L sd,0.169728,109972017080_7
rdi10L mean,1.04173,109972017080_7
rdi10L sd,0.169742,109972017080_7
rdi12L mean,1.04227,109972017080_7
rdi12L sd,0.170185,109972017080_7
nrdi02L mean,0.439249,109972017080_7
nrdi02L sd,0.0863524,109972017080_7
nrdi04L mean,0.0861311,109972017080_7
nrdi04L sd,0.0377048,109972017080_7
nrdi06L mean,0.0034814,109972017080_7
nrdi06L sd,0.0157252,109972017080_7
nrdi08L mean,0.00166899,109972017080_7
nrdi08L sd,0.0074297,109972017080_7
nrdi10L mean,0.000620007,109972017080_7
nrdi10L sd,0.00246397,109972017080_7
nrdi12L mean,0,109972017080_7
nrdi12L sd,0,109972017080_7
number of tracts,42,109972017080_8
tract length mean(mm),127.928,109972017080_8
tract length sd(mm),11.1563,109972017080_8
tracts volume (mm^3),2928,109972017080_8
qa mean,0.315299,109972017080_8
qa sd,0.19887,109972017080_8
nqa mean,0.258327,109972017080_8
nqa sd,0.162936,109972017080_8
dti_fa mean,0.35313,109972017080_8
dti_fa sd,0.223977,109972017080_8
md mean,0.368526,109972017080_8
md sd,0.0945033,109972017080_8
ad mean,0.512375,109972017080_8
ad sd,0.120374,109972017080_8
rd mean,0.296602,109972017080_8
rd sd,0.116403,109972017080_8
gfa mean,0.0871494,109972017080_8
gfa sd,0.0442749,109972017080_8
iso mean,0.737997,109972017080_8
iso sd,0.120285,109972017080_8
rdi02L mean,0.567405,109972017080_8
rdi02L sd,0.091981,109972017080_8
rdi04L mean,0.89801,109972017080_8
rdi04L sd,0.147122,109972017080_8
rdi06L mean,0.977996,109972017080_8
rdi06L sd,0.16372,109972017080_8
rdi08L mean,0.979281,109972017080_8
rdi08L sd,0.164961,109972017080_8
rdi10L mean,0.980432,109972017080_8
rdi10L sd,0.165122,109972017080_8
rdi12L mean,0.981801,109972017080_8
rdi12L sd,0.165262,109972017080_8
nrdi02L mean,0.414397,109972017080_8
nrdi02L sd,0.0783949,109972017080_8
nrdi04L mean,0.0837919,109972017080_8
nrdi04L sd,0.0297887,109972017080_8
nrdi06L mean,0.00380675,109972017080_8
nrdi06L sd,0.01018,109972017080_8
nrdi08L mean,0.00252155,109972017080_8
nrdi08L sd,0.0062094,109972017080_8
nrdi10L mean,0.00137015,109972017080_8
nrdi10L sd,0.00289238,109972017080_8
nrdi12L mean,0,109972017080_8
nrdi12L sd,0,109972017080_8
number of tracts,70,109972017080_9
tract length mean(mm),125.849,109972017080_9
tract length sd(mm),7.18562,109972017080_9
tracts volume (mm^3),2568,109972017080_9
qa mean,0.246739,109972017080_9
qa sd,0.144202,109972017080_9
nqa mean,0.202156,109972017080_9
nqa sd,0.118146,109972017080_9
dti_fa mean,0.258316,109972017080_9
dti_fa sd,0.152661,109972017080_9
md mean,0.404569,109972017080_9
md sd,0.154098,109972017080_9
ad mean,0.505848,109972017080_9
ad sd,0.166272,109972017080_9
rd mean,0.353929,109972017080_9
rd sd,0.161037,109972017080_9
gfa mean,0.0683196,109972017080_9
gfa sd,0.031137,109972017080_9
iso mean,0.831049,109972017080_9
iso sd,0.384587,109972017080_9
rdi02L mean,0.603101,109972017080_9
rdi02L sd,0.24344,109972017080_9
rdi04L mean,0.965878,109972017080_9
rdi04L sd,0.409097,109972017080_9
rdi06L mean,1.06917,109972017080_9
rdi06L sd,0.480376,109972017080_9
rdi08L mean,1.07827,109972017080_9
rdi08L sd,0.489831,109972017080_9
rdi10L mean,1.08238,109972017080_9
rdi10L sd,0.489941,109972017080_9
rdi12L mean,1.08495,109972017080_9
rdi12L sd,0.489888,109972017080_9
nrdi02L mean,0.481852,109972017080_9
nrdi02L sd,0.251604,109972017080_9
nrdi04L mean,0.119075,109972017080_9
nrdi04L sd,0.0945546,109972017080_9
nrdi06L mean,0.0157868,109972017080_9
nrdi06L sd,0.0313956,109972017080_9
nrdi08L mean,0.00668418,109972017080_9
nrdi08L sd,0.0150849,109972017080_9
nrdi10L mean,0.00257343,109972017080_9
nrdi10L sd,0.00499765,109972017080_9
nrdi12L mean,0,109972017080_9
nrdi12L sd,0,109972017080_9
